ID1,ID2,Number
UAPP,LNP,1013
UAPP,GRN,652
UAPP,ALP,502
UAPP,ON,5521
ON,LNP,7674
ON,GRN,4333
ON,ALP,2667
AJP,ON,471
AJP,ALP,311
AJP,LNP,301
AJP,GRN,1324
AJP,UAPP,323
UAPP,ON,5279
UAPP,ALP,462
UAPP,LNP,1000
UAPP,GRN,937
ON,ALP,3009
ON,LNP,8240
ON,GRN,4603
GAP,ALP,153
GAP,GRN,130
GAP,ON,842
GAP,IND,397
GAP,UAPP,407
GAP,LNP,83
GRN,ALP,2420
GRN,ON,436
GRN,IND,809
GRN,UAPP,202
GRN,LNP,270
IND,ALP,1283
IND,ON,1592
IND,UAPP,1346
IND,LNP,730
UAPP,ALP,963
UAPP,ON,5857
UAPP,LNP,1401
TNL,UAPP,63
TNL,LNP,77
TNL,GRN,170
TNL,ALP,104
TNL,ON,66
TNL,LDP,46
TNL,IND,154
TNL,AJP,48
AJP,UAPP,230
AJP,LNP,150
AJP,GRN,626
AJP,ALP,236
AJP,ON,287
AJP,LDP,101
AJP,IND,862
LDP,UAPP,712
LDP,LNP,765
LDP,GRN,174
LDP,ALP,274
LDP,ON,509
LDP,IND,381
IND,UAPP,711
IND,LNP,534
IND,GRN,1045
IND,ALP,728
IND,ON,1352
UAPP,LNP,2582
UAPP,GRN,1226
UAPP,ALP,791
UAPP,ON,4602
GRN,LNP,2490
GRN,ALP,7852
GRN,ON,2218
UAPP,ON,1547
UAPP,GRN,359
UAPP,ALP,201
UAPP,LNP,474
ON,GRN,1538
ON,ALP,618
ON,LNP,2895
CYA,ON,680
CYA,GRN,159
CYA,UAPP,262
CYA,IND,133
CYA,IND,120
CYA,LNP,100
CYA,ALP,85
UAPP,ON,3116
UAPP,GRN,275
UAPP,IND,577
UAPP,IND,370
UAPP,LNP,574
UAPP,ALP,272
GRN,ON,682
GRN,IND,1218
GRN,IND,1364
GRN,LNP,408
GRN,ALP,2378
IND,ON,706
IND,IND,5660
IND,LNP,1174
IND,ALP,1246
ON,IND,8178
ON,LNP,4844
ON,ALP,1343
GAP,IMO,157
GAP,ALP,51
GAP,GRN,70
GAP,LNP,79
GAP,IND,85
GAP,IND,49
GAP,UAPP,79
GAP,KAP,65
GAP,AJP,17
GAP,ON,97
IND,IMO,87
IND,ALP,61
IND,GRN,28
IND,LNP,106
IND,IND,490
IND,UAPP,44
IND,KAP,79
IND,AJP,33
IND,ON,63
AJP,IMO,193
AJP,ALP,197
AJP,GRN,333
AJP,LNP,121
AJP,IND,214
AJP,UAPP,52
AJP,KAP,116
AJP,ON,183
IMO,ALP,541
IMO,GRN,272
IMO,LNP,137
IMO,IND,331
IMO,UAPP,166
IMO,KAP,355
IMO,ON,293
UAPP,ALP,193
UAPP,GRN,112
UAPP,LNP,504
UAPP,IND,218
UAPP,KAP,869
UAPP,ON,828
IND,ALP,754
IND,GRN,1438
IND,LNP,664
IND,KAP,886
IND,ON,579
ON,ALP,548
ON,GRN,575
ON,LNP,1144
ON,KAP,4650
GRN,ALP,7335
GRN,LNP,1464
GRN,KAP,1625
GRN,LNP,424
GRN,UAPP,329
GRN,ON,349
GRN,ALP,2406
GRN,IND,2054
UAPP,LNP,1261
UAPP,ON,4570
UAPP,ALP,699
UAPP,IND,1216
ON,LNP,5330
ON,ALP,2012
ON,IND,6414
IND,KAP,976
IND,LNP,374
IND,GRN,666
IND,ALP,332
IND,UAPP,633
UAPP,KAP,3264
UAPP,LNP,635
UAPP,GRN,457
UAPP,ALP,431
GRN,KAP,1715
GRN,LNP,915
GRN,ALP,4506
CYA,SAL,23
CYA,IMO,67
CYA,LNP,48
CYA,KAP,42
CYA,SOPA,18
CYA,AJP,20
CYA,GRN,24
CYA,UAPP,57
CYA,ON,103
CYA,ALP,64
SOPA,SAL,117
SOPA,IMO,120
SOPA,LNP,53
SOPA,KAP,76
SOPA,AJP,212
SOPA,GRN,211
SOPA,UAPP,29
SOPA,ON,34
SOPA,ALP,96
AJP,SAL,122
AJP,IMO,283
AJP,LNP,112
AJP,KAP,137
AJP,GRN,493
AJP,UAPP,72
AJP,ON,126
AJP,ALP,140
IMO,SAL,398
IMO,LNP,140
IMO,KAP,355
IMO,GRN,222
IMO,UAPP,238
IMO,ON,689
IMO,ALP,69
UAPP,SAL,213
UAPP,LNP,622
UAPP,KAP,695
UAPP,GRN,277
UAPP,ON,1908
UAPP,ALP,274
SAL,LNP,1257
SAL,KAP,761
SAL,GRN,1456
SAL,ON,312
SAL,ALP,816
KAP,LNP,2094
KAP,GRN,1011
KAP,ON,2996
KAP,ALP,1131
GRN,LNP,1891
GRN,ON,1877
GRN,ALP,9069
IMO,UAPP,370
IMO,GRN,271
IMO,LNP,132
IMO,LDP,168
IMO,ALP,132
IMO,ON,305
LDP,UAPP,412
LDP,GRN,283
LDP,LNP,922
LDP,ALP,463
LDP,ON,500
UAPP,GRN,819
UAPP,LNP,600
UAPP,ALP,332
UAPP,ON,2351
ON,GRN,1712
ON,LNP,4004
ON,ALP,1467
LDP,ALP,208
LDP,UAPP,326
LDP,HMP,127
LDP,GRN,88
LDP,ON,447
LDP,AJP,169
LDP,LNP,646
AJP,ALP,263
AJP,UAPP,113
AJP,HMP,640
AJP,GRN,553
AJP,ON,325
AJP,LNP,335
UAPP,ALP,686
UAPP,HMP,1033
UAPP,GRN,374
UAPP,ON,3635
UAPP,LNP,660
HMP,ALP,1653
HMP,GRN,2677
HMP,ON,2490
HMP,LNP,1005
GRN,ALP,7326
GRN,ON,2450
GRN,LNP,1730
CYA,LNP,94
CYA,ASP,223
CYA,ALP,75
CYA,UAPP,136
CYA,GRN,105
CYA,ON,364
ASP,LNP,990
ASP,ALP,557
ASP,UAPP,679
ASP,GRN,328
ASP,ON,1364
GRN,LNP,747
GRN,ALP,3078
GRN,UAPP,448
GRN,ON,693
UAPP,LNP,1568
UAPP,ALP,816
UAPP,ON,5081
CYA,LNP,54
CYA,ON,140
CYA,GRN,111
CYA,AUVA,178
CYA,UAPP,48
CYA,LDP,37
CYA,ALP,26
LDP,LNP,683
LDP,ON,316
LDP,GRN,188
LDP,AUVA,207
LDP,UAPP,432
LDP,ALP,274
AUVA,LNP,387
AUVA,ON,921
AUVA,GRN,523
AUVA,UAPP,610
AUVA,ALP,254
UAPP,LNP,1003
UAPP,ON,5137
UAPP,GRN,916
UAPP,ALP,524
ON,LNP,7500
ON,GRN,3888
ON,ALP,2139
CYA,LNP,97
CYA,ON,150
CYA,AJP,97
CYA,GRN,76
CYA,ALP,49
CYA,LDP,51
CYA,IMO,80
CYA,UAPP,45
IMO,LNP,63
IMO,ON,249
IMO,AJP,240
IMO,GRN,123
IMO,ALP,63
IMO,LDP,117
IMO,UAPP,222
AJP,LNP,300
AJP,ON,422
AJP,GRN,1247
AJP,ALP,336
AJP,LDP,132
AJP,UAPP,284
LDP,LNP,1426
LDP,ON,847
LDP,GRN,352
LDP,ALP,412
LDP,UAPP,1568
UAPP,LNP,986
UAPP,ON,5063
UAPP,GRN,794
UAPP,ALP,758
ON,LNP,7380
ON,GRN,3384
ON,ALP,2948
CYA,ON,614
CYA,ALP,259
CYA,GRN,201
CYA,LNP,180
CYA,UAPP,214
UAPP,ON,1835
UAPP,ALP,355
UAPP,GRN,448
UAPP,LNP,640
ON,ALP,1314
ON,GRN,1390
ON,LNP,3109
UAPP,GRN,1118
UAPP,LNP,804
UAPP,ON,2485
UAPP,ALP,672
ON,GRN,1989
ON,LNP,4243
ON,ALP,1821
LDP,UAPP,421
LDP,GRN,263
LDP,ON,422
LDP,ALP,296
LDP,LNP,683
LDP,AJP,104
AJP,UAPP,331
AJP,GRN,939
AJP,ON,372
AJP,ALP,393
AJP,LNP,400
ON,UAPP,3748
ON,GRN,814
ON,ALP,704
ON,LNP,1141
UAPP,GRN,3507
UAPP,ALP,1702
UAPP,LNP,5205
AJP,LNP,266
AJP,GRN,827
AJP,UAPP,285
AJP,ON,422
AJP,ALP,484
UAPP,LNP,753
UAPP,GRN,800
UAPP,ON,3167
UAPP,ALP,629
ON,LNP,5065
ON,GRN,3290
ON,ALP,2240
CYA,UAPP,39
CYA,LDP,52
CYA,AUP,43
CYA,ON,65
CYA,AJP,44
CYA,GRN,25
CYA,ALP,28
CYA,LNP,57
AUP,UAPP,40
AUP,LDP,67
AUP,ON,32
AUP,AJP,129
AUP,GRN,255
AUP,ALP,83
AUP,LNP,43
AJP,UAPP,111
AJP,LDP,109
AJP,ON,124
AJP,GRN,621
AJP,ALP,180
AJP,LNP,116
UAPP,LDP,656
UAPP,ON,937
UAPP,GRN,224
UAPP,ALP,148
UAPP,LNP,287
ON,LDP,1787
ON,GRN,537
ON,ALP,263
ON,LNP,808
LDP,GRN,1372
LDP,ALP,753
LDP,LNP,3128
CYA,IND,76
CYA,ON,89
CYA,UAPP,44
CYA,GRN,33
CYA,LNP,50
CYA,IND,65
CYA,ALP,32
CYA,AUVA,54
CYA,IMO,58
AUVA,IND,123
AUVA,ON,180
AUVA,UAPP,62
AUVA,GRN,90
AUVA,LNP,161
AUVA,IND,147
AUVA,ALP,145
AUVA,IMO,203
IMO,IND,584
IMO,ON,610
IMO,UAPP,252
IMO,GRN,166
IMO,LNP,100
IMO,IND,429
IMO,ALP,217
IND,IND,1700
IND,ON,364
IND,UAPP,215
IND,GRN,333
IND,LNP,326
IND,ALP,440
UAPP,IND,795
UAPP,ON,3109
UAPP,GRN,303
UAPP,LNP,538
UAPP,ALP,234
IND,ON,4071
IND,GRN,1650
IND,LNP,813
IND,ALP,850
GRN,ON,1919
GRN,LNP,1731
GRN,ALP,8013
CYA,LNP,194
CYA,UAPP,357
CYA,ON,601
CYA,ALP,208
CYA,GRN,272
UAPP,LNP,1428
UAPP,ON,6258
UAPP,ALP,638
UAPP,GRN,736
GRN,LNP,1982
GRN,ON,2123
GRN,ALP,9010
CYA,LP,83
CYA,ALP,64
CYA,UAPP,215
CYA,SOPA,125
CYA,GRN,74
CYA,ON,309
SOPA,LP,150
SOPA,ALP,320
SOPA,UAPP,204
SOPA,GRN,943
SOPA,ON,139
UAPP,LP,569
UAPP,ALP,507
UAPP,GRN,527
UAPP,ON,1871
ON,LP,2653
ON,ALP,1142
ON,GRN,1900
CYA,NP,71
CYA,ON,122
CYA,IND,61
CYA,IND,100
CYA,GRN,50
CYA,LP,67
CYA,UAPP,139
CYA,ALP,150
IND,NP,109
IND,ON,217
IND,IND,1274
IND,GRN,105
IND,LP,123
IND,UAPP,66
IND,ALP,80
NP,ON,986
NP,IND,254
NP,GRN,188
NP,LP,935
NP,UAPP,200
NP,ALP,148
UAPP,ON,1803
UAPP,IND,1238
UAPP,GRN,338
UAPP,LP,781
UAPP,ALP,467
IND,ON,3123
IND,GRN,1247
IND,LP,870
IND,ALP,816
GRN,ON,1819
GRN,LP,1897
GRN,ALP,6053
CYA,GRN,41
CYA,UAPP,122
CYA,LDP,108
CYA,IND,58
CYA,AJP,17
CYA,LP,51
CYA,IND,22
CYA,ALP,20
CYA,ON,104
IND,GRN,94
IND,UAPP,116
IND,LDP,231
IND,AJP,69
IND,LP,85
IND,IND,313
IND,ALP,42
IND,ON,156
AJP,GRN,586
AJP,UAPP,76
AJP,LDP,52
AJP,LP,148
AJP,IND,245
AJP,ALP,247
AJP,ON,90
LDP,GRN,198
LDP,UAPP,312
LDP,LP,533
LDP,IND,135
LDP,ALP,81
LDP,ON,382
ON,GRN,181
ON,UAPP,1671
ON,LP,417
ON,IND,539
ON,ALP,244
UAPP,GRN,736
UAPP,LP,1735
UAPP,IND,1943
UAPP,ALP,403
IND,GRN,5448
IND,LP,2173
IND,ALP,3017
CYA,GRN,57
CYA,UAPP,119
CYA,LDP,91
CYA,IND,75
CYA,ALP,52
CYA,ON,164
CYA,IND,95
CYA,LP,68
IND,GRN,148
IND,UAPP,74
IND,LDP,42
IND,IND,605
IND,ALP,143
IND,ON,183
IND,LP,232
LDP,GRN,185
LDP,UAPP,271
LDP,IND,179
LDP,ALP,185
LDP,ON,281
LDP,LP,459
UAPP,GRN,739
UAPP,IND,1032
UAPP,ALP,538
UAPP,ON,3115
UAPP,LP,821
GRN,IND,3495
GRN,ALP,3039
GRN,ON,651
GRN,LP,938
ON,IND,5575
ON,ALP,1790
ON,LP,3481
CYA,GRN,67
CYA,LP,63
CYA,ON,106
CYA,ALP,67
CYA,UAPP,146
CYA,GAP,158
CYA,AJP,46
GAP,GRN,83
GAP,LP,83
GAP,ON,416
GAP,ALP,113
GAP,UAPP,439
GAP,AJP,208
AJP,GRN,1100
AJP,LP,248
AJP,ON,264
AJP,ALP,445
AJP,UAPP,537
UAPP,GRN,710
UAPP,LP,625
UAPP,ON,2840
UAPP,ALP,843
ON,GRN,2308
ON,LP,3718
ON,ALP,1941
CYA,IND,206
CYA,ON,379
CYA,UAPP,240
CYA,ALP,67
CYA,GRN,104
CYA,LP,83
IND,ON,1039
IND,UAPP,538
IND,ALP,572
IND,GRN,629
IND,LP,391
UAPP,ON,3216
UAPP,ALP,691
UAPP,GRN,634
UAPP,LP,558
ON,ALP,2862
ON,GRN,2688
ON,LP,4397
CYA,ALP,559
CYA,UAPP,441
CYA,ON,480
CYA,LP,266
CYA,GRN,161
UAPP,ALP,943
UAPP,ON,2892
UAPP,LP,638
UAPP,GRN,606
ON,ALP,2187
ON,LP,4151
ON,GRN,2131
CYA,ALP,33
CYA,AJP,72
CYA,LDP,236
CYA,XEN,85
CYA,GRN,37
CYA,LP,81
CYA,UAPP,276
CYA,ON,510
LDP,ALP,139
LDP,AJP,114
LDP,XEN,228
LDP,GRN,114
LDP,LP,449
LDP,UAPP,262
LDP,ON,354
AJP,ALP,332
AJP,XEN,457
AJP,GRN,825
AJP,LP,163
AJP,UAPP,152
AJP,ON,186
UAPP,ALP,277
UAPP,XEN,525
UAPP,GRN,337
UAPP,LP,475
UAPP,ON,3165
ON,ALP,738
ON,XEN,3757
ON,GRN,1027
ON,LP,3468
GRN,ALP,7350
GRN,XEN,7246
GRN,LP,1449
CYA,UAPP,383
CYA,ALP,233
CYA,GRN,320
CYA,LP,193
CYA,ON,607
UAPP,ALP,2057
UAPP,GRN,1255
UAPP,LP,876
UAPP,ON,3353
GRN,ALP,9216
GRN,LP,1943
GRN,ON,2468
TNL,GRN,60
TNL,ALP,48
TNL,ON,24
TNL,AUP,46
TNL,UAPP,10
TNL,CYA,9
TNL,AJP,19
TNL,LDP,7
TNL,DPDA,15
TNL,LP,13
AUP,GRN,155
AUP,ALP,65
AUP,ON,41
AUP,UAPP,56
AUP,CYA,35
AUP,AJP,67
AUP,LDP,13
AUP,DPDA,37
AUP,LP,34
CYA,GRN,38
CYA,ALP,39
CYA,ON,220
CYA,UAPP,153
CYA,AJP,51
CYA,LDP,166
CYA,DPDA,65
CYA,LP,67
DPDA,GRN,310
DPDA,ALP,226
DPDA,ON,67
DPDA,UAPP,73
DPDA,AJP,107
DPDA,LDP,104
DPDA,LP,237
LDP,GRN,144
LDP,ALP,115
LDP,ON,291
LDP,UAPP,243
LDP,AJP,131
LDP,LP,513
AJP,GRN,847
AJP,ALP,327
AJP,ON,202
AJP,UAPP,273
AJP,LP,257
ON,GRN,388
ON,ALP,302
ON,UAPP,2501
ON,LP,547
UAPP,GRN,1734
UAPP,ALP,1337
UAPP,LP,3246
LDP,IND,50
LDP,JLN,62
LDP,GRN,15
LDP,LP,238
LDP,AJP,34
LDP,UAPP,125
LDP,ON,150
LDP,ALP,58
AJP,IND,157
AJP,JLN,137
AJP,GRN,267
AJP,LP,118
AJP,UAPP,70
AJP,ON,103
AJP,ALP,151
UAPP,IND,180
UAPP,JLN,205
UAPP,GRN,53
UAPP,LP,151
UAPP,ON,641
UAPP,ALP,105
IND,JLN,1125
IND,GRN,750
IND,LP,800
IND,ON,438
IND,ALP,724
ON,JLN,1988
ON,GRN,413
ON,LP,1212
ON,ALP,949
JLN,GRN,2478
JLN,LP,2845
JLN,ALP,2781
AJP,ON,33
AJP,GRN,137
AJP,LP,25
AJP,TLOC,39
AJP,ALP,55
AJP,UAPP,18
AJP,IND,107
AJP,JLN,140
AJP,LDP,12
TLOC,ON,41
TLOC,GRN,125
TLOC,LP,102
TLOC,ALP,156
TLOC,UAPP,46
TLOC,IND,184
TLOC,JLN,86
TLOC,LDP,18
LDP,ON,196
LDP,GRN,22
LDP,LP,280
LDP,ALP,42
LDP,UAPP,144
LDP,IND,93
LDP,JLN,224
UAPP,ON,488
UAPP,GRN,44
UAPP,LP,190
UAPP,ALP,85
UAPP,IND,218
UAPP,JLN,183
ON,GRN,546
ON,LP,886
ON,ALP,247
ON,IND,1424
ON,JLN,720
GRN,LP,889
GRN,ALP,2487
GRN,IND,1320
GRN,JLN,923
IND,LP,1960
IND,ALP,2607
IND,JLN,4317
LDP,ON,116
LDP,ALP,91
LDP,LP,277
LDP,GRN,33
LDP,IND,98
LDP,AJP,20
LDP,UAPP,104
AJP,ON,80
AJP,ALP,102
AJP,LP,52
AJP,GRN,229
AJP,IND,271
AJP,UAPP,114
UAPP,ON,490
UAPP,ALP,109
UAPP,LP,116
UAPP,GRN,111
UAPP,IND,333
ON,ALP,635
ON,LP,525
ON,GRN,209
ON,IND,1032
GRN,ALP,2977
GRN,LP,364
GRN,IND,6102
AJP,TLOC,169
AJP,ALP,117
AJP,LDP,23
AJP,ON,39
AJP,UAPP,53
AJP,JLN,156
AJP,LP,129
AJP,GRN,411
UAPP,TLOC,142
UAPP,ALP,120
UAPP,LDP,188
UAPP,ON,515
UAPP,JLN,223
UAPP,LP,178
UAPP,GRN,67
LDP,TLOC,236
LDP,ALP,232
LDP,ON,369
LDP,JLN,174
LDP,LP,592
LDP,GRN,42
ON,TLOC,934
ON,ALP,289
ON,JLN,904
ON,LP,682
ON,GRN,147
TLOC,ALP,1449
TLOC,JLN,1448
TLOC,LP,583
TLOC,GRN,1536
JLN,ALP,2659
JLN,LP,2464
JLN,GRN,1997
LDP,LP,534
LDP,ALP,109
LDP,AJP,69
LDP,UAPP,173
LDP,JLN,81
LDP,ON,195
LDP,GRN,27
AJP,LP,162
AJP,ALP,227
AJP,UAPP,192
AJP,JLN,293
AJP,ON,133
AJP,GRN,374
UAPP,LP,325
UAPP,ALP,281
UAPP,JLN,639
UAPP,ON,963
UAPP,GRN,133
ON,LP,1331
ON,ALP,692
ON,JLN,2630
ON,GRN,565
GRN,LP,804
GRN,ALP,5434
GRN,JLN,3243
TNL,UAPP,91
TNL,LP,122
TNL,GVIC,366
TNL,ON,103
TNL,LDP,133
TNL,ALP,158
LDP,UAPP,674
LDP,LP,513
LDP,GVIC,198
LDP,ON,589
LDP,ALP,270
ON,UAPP,2429
ON,LP,503
ON,GVIC,407
ON,ALP,375
UAPP,LP,5305
UAPP,GVIC,2217
UAPP,ALP,1662
CYA,GVIC,50
CYA,LP,49
CYA,IND,158
CYA,UAPP,113
CYA,ON,131
CYA,LDP,131
CYA,ALP,50
IND,GVIC,543
IND,LP,265
IND,UAPP,369
IND,ON,354
IND,LDP,291
IND,ALP,380
LDP,GVIC,229
LDP,LP,841
LDP,UAPP,1320
LDP,ON,755
LDP,ALP,493
ON,GVIC,348
ON,LP,654
ON,UAPP,2948
ON,ALP,766
UAPP,GVIC,1567
UAPP,LP,4406
UAPP,ALP,2470
LDP,IND,272
LDP,ALP,174
LDP,LP,600
LDP,GVIC,146
LDP,ON,544
LDP,UAPP,1152
IND,ALP,1302
IND,LP,663
IND,GVIC,626
IND,ON,1407
IND,UAPP,593
UAPP,ALP,480
UAPP,LP,491
UAPP,GVIC,356
UAPP,ON,3997
ON,ALP,2778
ON,LP,6527
ON,GVIC,2151
ON,LDP,956
ON,UAPP,2193
ON,ALP,536
ON,LP,477
ON,GVIC,382
LDP,UAPP,3313
LDP,ALP,589
LDP,LP,1564
LDP,GVIC,311
GVIC,UAPP,1427
GVIC,ALP,6924
GVIC,LP,1615
CYA,ON,336
CYA,LP,128
CYA,GVIC,136
CYA,ALP,162
CYA,UAPP,373
CYA,VNS,377
VNS,ON,323
VNS,LP,292
VNS,GVIC,1542
VNS,ALP,821
VNS,UAPP,832
ON,LP,2022
ON,GVIC,860
ON,ALP,790
ON,UAPP,2944
GVIC,LP,1812
GVIC,ALP,7124
GVIC,UAPP,1879
CYA,GVIC,15
CYA,IND,69
CYA,AJP,18
CYA,LP,61
CYA,ALP,27
CYA,ON,147
CYA,LDP,136
CYA,DHJP,19
CYA,UAPP,155
CYA,IND,39
DHJP,GVIC,91
DHJP,IND,109
DHJP,AJP,158
DHJP,LP,168
DHJP,ALP,145
DHJP,ON,206
DHJP,LDP,53
DHJP,UAPP,128
DHJP,IND,168
AJP,GVIC,701
AJP,IND,229
AJP,LP,197
AJP,ALP,318
AJP,ON,179
AJP,LDP,48
AJP,UAPP,102
AJP,IND,246
LDP,GVIC,99
LDP,IND,191
LDP,LP,470
LDP,ALP,114
LDP,ON,598
LDP,UAPP,641
LDP,IND,132
IND,GVIC,406
IND,LP,377
IND,ALP,263
IND,ON,779
IND,UAPP,1217
IND,IND,1011
ON,GVIC,281
ON,LP,680
ON,ALP,403
ON,UAPP,3145
ON,IND,660
UAPP,GVIC,596
UAPP,LP,4551
UAPP,ALP,678
UAPP,IND,4397
IND,GVIC,8014
IND,LP,3380
IND,ALP,3566
CEC,LP,25
CEC,DHJP,22
CEC,CYA,19
CEC,ON,28
CEC,AJP,51
CEC,LDP,33
CEC,GVIC,49
CEC,UAPP,24
CEC,IND,26
CEC,IND,48
CEC,ALP,59
CYA,LP,74
CYA,DHJP,49
CYA,ON,72
CYA,AJP,38
CYA,LDP,107
CYA,GVIC,51
CYA,UAPP,40
CYA,IND,106
CYA,IND,13
CYA,ALP,36
IND,LP,98
IND,DHJP,30
IND,ON,12
IND,AJP,26
IND,LDP,18
IND,GVIC,122
IND,UAPP,27
IND,IND,332
IND,ALP,153
DHJP,LP,208
DHJP,ON,208
DHJP,AJP,133
DHJP,LDP,91
DHJP,GVIC,98
DHJP,UAPP,59
DHJP,IND,100
DHJP,ALP,150
AJP,LP,129
AJP,ON,123
AJP,LDP,97
AJP,GVIC,558
AJP,UAPP,68
AJP,IND,154
AJP,ALP,241
ON,LP,255
ON,LDP,509
ON,GVIC,169
ON,UAPP,590
ON,IND,196
ON,ALP,101
LDP,LP,547
LDP,GVIC,314
LDP,UAPP,998
LDP,IND,464
LDP,ALP,152
IND,LP,441
IND,GVIC,699
IND,UAPP,1276
IND,ALP,552
UAPP,LP,2845
UAPP,GVIC,1511
UAPP,ALP,1021
SOPA,AJP,252
SOPA,VNS,289
SOPA,GVIC,604
SOPA,LP,104
SOPA,UAPP,66
SOPA,ON,41
SOPA,ALP,229
AJP,VNS,803
AJP,GVIC,778
AJP,LP,191
AJP,UAPP,180
AJP,ON,126
AJP,ALP,381
ON,VNS,225
ON,GVIC,129
ON,LP,311
ON,UAPP,2017
ON,ALP,292
VNS,GVIC,3503
VNS,LP,150
VNS,UAPP,369
VNS,ALP,545
UAPP,GVIC,1731
UAPP,LP,3351
UAPP,ALP,1720
CYA,GVIC,305
CYA,ALP,98
CYA,AJP,63
CYA,LP,58
CYA,LDP,106
CYA,ON,112
CYA,UAPP,80
CYA,DHJP,46
DHJP,GVIC,191
DHJP,ALP,210
DHJP,AJP,266
DHJP,LP,177
DHJP,LDP,77
DHJP,ON,285
DHJP,UAPP,261
AJP,GVIC,950
AJP,ALP,639
AJP,LP,180
AJP,LDP,156
AJP,ON,231
AJP,UAPP,159
LDP,GVIC,188
LDP,ALP,218
LDP,LP,589
LDP,ON,858
LDP,UAPP,1012
ON,GVIC,363
ON,ALP,437
ON,LP,497
ON,UAPP,2737
UAPP,GVIC,1872
UAPP,ALP,1503
UAPP,LP,4107
CYA,SAL,206
CYA,LP,112
CYA,GVIC,141
CYA,ON,148
CYA,AJP,98
CYA,LDP,201
CYA,UAPP,93
CYA,ALP,81
AJP,SAL,345
AJP,LP,179
AJP,GVIC,899
AJP,ON,244
AJP,LDP,123
AJP,UAPP,231
AJP,ALP,427
SAL,LP,785
SAL,GVIC,1362
SAL,ON,208
SAL,LDP,121
SAL,UAPP,142
SAL,ALP,377
LDP,LP,903
LDP,GVIC,246
LDP,ON,851
LDP,UAPP,1487
LDP,ALP,341
ON,LP,727
ON,GVIC,608
ON,UAPP,3245
ON,ALP,659
UAPP,LP,5501
UAPP,GVIC,2244
UAPP,ALP,2234
CYA,ALP,83
CYA,GVIC,54
CYA,IND,44
CYA,AJP,49
CYA,LDP,229
CYA,LP,115
CYA,DHJP,59
CYA,UAPP,133
CYA,ON,143
DHJP,ALP,148
DHJP,GVIC,97
DHJP,IND,116
DHJP,AJP,176
DHJP,LDP,86
DHJP,LP,230
DHJP,UAPP,113
DHJP,ON,173
IND,ALP,299
IND,GVIC,353
IND,AJP,248
IND,LDP,99
IND,LP,209
IND,UAPP,114
IND,ON,109
AJP,ALP,427
AJP,GVIC,925
AJP,LDP,142
AJP,LP,203
AJP,UAPP,205
AJP,ON,221
LDP,ALP,228
LDP,GVIC,221
LDP,LP,633
LDP,UAPP,529
LDP,ON,788
ON,ALP,257
ON,GVIC,259
ON,LP,451
ON,UAPP,2773
UAPP,ALP,872
UAPP,GVIC,1578
UAPP,LP,4253
CYA,IND,129
CYA,ALP,37
CYA,LDP,70
CYA,AJP,56
CYA,GVIC,49
CYA,LP,55
CYA,ON,74
CYA,UAPP,96
AJP,IND,308
AJP,ALP,437
AJP,LDP,75
AJP,GVIC,798
AJP,LP,163
AJP,ON,175
AJP,UAPP,113
LDP,IND,326
LDP,ALP,248
LDP,GVIC,155
LDP,LP,614
LDP,ON,614
LDP,UAPP,586
ON,IND,657
ON,ALP,272
ON,GVIC,193
ON,LP,407
ON,UAPP,2023
IND,ALP,1284
IND,GVIC,843
IND,LP,499
IND,UAPP,2492
UAPP,ALP,1763
UAPP,GVIC,2397
UAPP,LP,5996
CYA,UAPP,72
CYA,ON,110
CYA,LDP,96
CYA,LP,44
CYA,GVIC,39
CYA,IND,56
CYA,ALP,28
CYA,IND,30
CYA,AJP,11
AJP,UAPP,111
AJP,ON,161
AJP,LDP,26
AJP,LP,159
